service_provider,technology,download/upload,speed,signal_strength,state,Month,Year
JIO,4G,upload,160,-105,Andhra Pradesh,March,2018
JIO,4G,upload,870,-104,Andhra Pradesh,March,2018
JIO,4G,upload,580,-78,Andhra Pradesh,March,2018
JIO,4G,upload,9070,-83,Andhra Pradesh,March,2018
JIO,4G,upload,9820,-75,Andhra Pradesh,March,2018
JIO,4G,upload,1310,-100,Andhra Pradesh,March,2018
JIO,4G,upload,1090,-106,Andhra Pradesh,March,2018
JIO,4G,upload,1200,-104,Andhra Pradesh,March,2018
JIO,4G,upload,9630,-72,Andhra Pradesh,March,2018
JIO,4G,upload,9700,-76,Andhra Pradesh,March,2018
JIO,4G,upload,6580,-68,Andhra Pradesh,March,2018
JIO,4G,upload,9020,-71,Andhra Pradesh,March,2018
JIO,4G,upload,11820,-81,Andhra Pradesh,March,2018
JIO,4G,upload,700,-88,Andhra Pradesh,March,2018
JIO,4G,upload,7170,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,13340,-68,Andhra Pradesh,March,2018
JIO,4G,upload,3360,-76,Andhra Pradesh,March,2018
JIO,4G,upload,390,-105,Andhra Pradesh,March,2018
JIO,4G,upload,530,-111,Andhra Pradesh,March,2018
JIO,4G,upload,30,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,5760,-75,Andhra Pradesh,March,2018
JIO,4G,upload,8940,-71,Andhra Pradesh,March,2018
JIO,4G,upload,620,-101,Andhra Pradesh,March,2018
JIO,4G,upload,2170,-93,Andhra Pradesh,March,2018
JIO,4G,upload,830,-94,Andhra Pradesh,March,2018
JIO,4G,upload,3200,-97,Andhra Pradesh,March,2018
JIO,4G,upload,30,-100,Andhra Pradesh,March,2018
JIO,4G,upload,8720,-64,Andhra Pradesh,March,2018
JIO,4G,upload,5580,-63,Andhra Pradesh,March,2018
JIO,4G,upload,1280,-95,Andhra Pradesh,March,2018
JIO,4G,upload,3840,-76,Andhra Pradesh,March,2018
JIO,4G,upload,2000,-102,Andhra Pradesh,March,2018
JIO,4G,upload,4560,-71,Andhra Pradesh,March,2018
JIO,4G,upload,450,-108,Andhra Pradesh,March,2018
JIO,4G,upload,6390,-71,Andhra Pradesh,March,2018
JIO,4G,upload,9590,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,7130,-72,Andhra Pradesh,March,2018
JIO,4G,upload,7990,-74,Andhra Pradesh,March,2018
JIO,4G,upload,1320,-107,Andhra Pradesh,March,2018
JIO,4G,upload,9340,-75,Andhra Pradesh,March,2018
JIO,4G,upload,3980,-75,Andhra Pradesh,March,2018
JIO,4G,upload,20,-103,Andhra Pradesh,March,2018
JIO,4G,upload,4780,-97,Andhra Pradesh,March,2018
JIO,4G,upload,7330,-71,Andhra Pradesh,March,2018
JIO,4G,upload,5420,-62,Andhra Pradesh,March,2018
JIO,4G,upload,4120,-105,Andhra Pradesh,March,2018
JIO,4G,upload,2070,-98,Andhra Pradesh,March,2018
JIO,4G,upload,830,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,9750,-72,Andhra Pradesh,March,2018
JIO,4G,upload,670,-85,Andhra Pradesh,March,2018
JIO,4G,upload,11740,-82,Andhra Pradesh,March,2018
JIO,4G,upload,1400,-98,Andhra Pradesh,March,2018
JIO,4G,upload,480,-95,Andhra Pradesh,March,2018
JIO,4G,upload,600,-79,Andhra Pradesh,March,2018
JIO,4G,upload,750,-85,Andhra Pradesh,March,2018
JIO,4G,upload,7200,-90,Andhra Pradesh,March,2018
JIO,4G,upload,50,-113,Andhra Pradesh,March,2018
JIO,4G,upload,540,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,8540,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,9250,-67,Andhra Pradesh,March,2018
JIO,4G,upload,660,-105,Andhra Pradesh,March,2018
JIO,4G,upload,610,-111,Andhra Pradesh,March,2018
JIO,4G,upload,580,-106,Andhra Pradesh,March,2018
JIO,4G,upload,7800,-75,Andhra Pradesh,March,2018
JIO,4G,upload,4980,-60,Andhra Pradesh,March,2018
JIO,4G,upload,320,-106,Andhra Pradesh,March,2018
JIO,4G,upload,660,-89,Andhra Pradesh,March,2018
JIO,4G,upload,720,-105,Andhra Pradesh,March,2018
JIO,4G,upload,9680,-76,Andhra Pradesh,March,2018
JIO,4G,upload,8520,-73,Andhra Pradesh,March,2018
JIO,4G,upload,700,-60,Andhra Pradesh,March,2018
JIO,4G,upload,310,-104,Andhra Pradesh,March,2018
JIO,4G,upload,6990,-71,Andhra Pradesh,March,2018
JIO,4G,upload,9450,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,9870,-72,Andhra Pradesh,March,2018
JIO,4G,upload,600,-87,Andhra Pradesh,March,2018
JIO,4G,upload,7480,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,2280,-89,Andhra Pradesh,March,2018
JIO,4G,upload,220,-103,Andhra Pradesh,March,2018
JIO,4G,upload,10,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,4590,-71,Andhra Pradesh,March,2018
JIO,4G,upload,250,-80,Andhra Pradesh,March,2018
JIO,4G,upload,2380,-71,Andhra Pradesh,March,2018
JIO,4G,upload,90,-103,Andhra Pradesh,March,2018
JIO,4G,upload,3240,-75,Andhra Pradesh,March,2018
JIO,4G,upload,240,-103,Andhra Pradesh,March,2018
JIO,4G,upload,790,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,6290,-91,Andhra Pradesh,March,2018
JIO,4G,upload,7020,-70,Andhra Pradesh,March,2018
JIO,4G,upload,1670,-106,Andhra Pradesh,March,2018
JIO,4G,upload,160,-124,Andhra Pradesh,March,2018
JIO,4G,upload,10900,-74,Andhra Pradesh,March,2018
JIO,4G,upload,1790,-87,Andhra Pradesh,March,2018
JIO,4G,upload,40,-98,Andhra Pradesh,March,2018
JIO,4G,upload,5760,-75,Andhra Pradesh,March,2018
JIO,4G,upload,12230,-68,Andhra Pradesh,March,2018
JIO,4G,upload,6420,-65,Andhra Pradesh,March,2018
JIO,4G,upload,40,-102,Andhra Pradesh,March,2018
JIO,4G,upload,2040,-99,Andhra Pradesh,March,2018
JIO,4G,upload,510,-100,Andhra Pradesh,March,2018
JIO,4G,upload,3170,-104,Andhra Pradesh,March,2018
JIO,4G,upload,9180,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,1190,-108,Andhra Pradesh,March,2018
JIO,4G,upload,3400,-99,Andhra Pradesh,March,2018
JIO,4G,upload,1250,-111,Andhra Pradesh,March,2018
JIO,4G,upload,2230,-88,Andhra Pradesh,March,2018
JIO,4G,upload,1640,-99,Andhra Pradesh,March,2018
JIO,4G,upload,2940,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,5580,-76,Andhra Pradesh,March,2018
JIO,4G,upload,8960,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,5210,-102,Andhra Pradesh,March,2018
JIO,4G,upload,5190,-71,Andhra Pradesh,March,2018
JIO,4G,upload,6470,-72,Andhra Pradesh,March,2018
JIO,4G,upload,3250,-77,Andhra Pradesh,March,2018
JIO,4G,upload,2600,-77,Andhra Pradesh,March,2018
JIO,4G,upload,450,-110,Andhra Pradesh,March,2018
JIO,4G,upload,9730,-72,Andhra Pradesh,March,2018
JIO,4G,upload,1250,-101,Andhra Pradesh,March,2018
JIO,4G,upload,4960,-69,Andhra Pradesh,March,2018
JIO,4G,upload,1120,-99,Andhra Pradesh,March,2018
JIO,4G,upload,9870,-77,Andhra Pradesh,March,2018
JIO,4G,upload,12440,-71,Andhra Pradesh,March,2018
JIO,4G,upload,4940,-80,Andhra Pradesh,March,2018
JIO,4G,upload,1420,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,170,-106,Andhra Pradesh,March,2018
JIO,4G,upload,6810,-71,Andhra Pradesh,March,2018
JIO,4G,upload,7470,-69,Andhra Pradesh,March,2018
JIO,4G,upload,11180,-76,Andhra Pradesh,March,2018
JIO,4G,upload,4490,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,9660,-77,Andhra Pradesh,March,2018
JIO,4G,upload,700,-105,Andhra Pradesh,March,2018
JIO,4G,upload,9330,-71,Andhra Pradesh,March,2018
JIO,4G,upload,1320,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,3070,-71,Andhra Pradesh,March,2018
JIO,4G,upload,9160,-72,Andhra Pradesh,March,2018
JIO,4G,upload,960,-106,Andhra Pradesh,March,2018
JIO,4G,upload,250,-91,Andhra Pradesh,March,2018
JIO,4G,upload,300,-107,Andhra Pradesh,March,2018
JIO,4G,upload,1430,-92,Andhra Pradesh,March,2018
JIO,4G,upload,8320,-71,Andhra Pradesh,March,2018
JIO,4G,upload,1410,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,3200,-76,Andhra Pradesh,March,2018
JIO,4G,upload,9190,-83,Andhra Pradesh,March,2018
JIO,4G,upload,180,-90,Andhra Pradesh,March,2018
JIO,4G,upload,9210,-72,Andhra Pradesh,March,2018
JIO,4G,upload,11450,-77,Andhra Pradesh,March,2018
JIO,4G,upload,10320,-76,Andhra Pradesh,March,2018
JIO,4G,upload,790,-103,Andhra Pradesh,March,2018
JIO,4G,upload,9740,-71,Andhra Pradesh,March,2018
JIO,4G,upload,11600,-73,Andhra Pradesh,March,2018
JIO,4G,upload,910,-109,Andhra Pradesh,March,2018
JIO,4G,upload,4000,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,6960,-72,Andhra Pradesh,March,2018
JIO,4G,upload,3120,-80,Andhra Pradesh,March,2018
JIO,4G,upload,3200,-91,Andhra Pradesh,March,2018
JIO,4G,upload,2240,-100,Andhra Pradesh,March,2018
JIO,4G,upload,9690,-80,Andhra Pradesh,March,2018
JIO,4G,upload,5380,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,150,-114,Andhra Pradesh,March,2018
JIO,4G,upload,3080,-88,Andhra Pradesh,March,2018
JIO,4G,upload,9910,-71,Andhra Pradesh,March,2018
JIO,4G,upload,2680,-101,Andhra Pradesh,March,2018
JIO,4G,upload,2860,-103,Andhra Pradesh,March,2018
JIO,4G,upload,380,-105,Andhra Pradesh,March,2018
JIO,4G,upload,8660,-72,Andhra Pradesh,March,2018
JIO,4G,upload,340,-111,Andhra Pradesh,March,2018
JIO,4G,upload,9590,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,7120,-63,Andhra Pradesh,March,2018
JIO,4G,upload,8870,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,1230,-96,Andhra Pradesh,March,2018
JIO,4G,upload,9780,-72,Andhra Pradesh,March,2018
JIO,4G,upload,850,-102,Andhra Pradesh,March,2018
JIO,4G,upload,620,-106,Andhra Pradesh,March,2018
JIO,4G,upload,9390,-68,Andhra Pradesh,March,2018
JIO,4G,upload,80,-103,Andhra Pradesh,March,2018
JIO,4G,upload,5460,-95,Andhra Pradesh,March,2018
JIO,4G,upload,2220,-94,Andhra Pradesh,March,2018
JIO,4G,upload,8870,-91,Andhra Pradesh,March,2018
JIO,4G,upload,50,-110,Andhra Pradesh,March,2018
JIO,4G,upload,3560,-78,Andhra Pradesh,March,2018
JIO,4G,upload,4590,-72,Andhra Pradesh,March,2018
JIO,4G,upload,2510,-101,Andhra Pradesh,March,2018
JIO,4G,upload,420,-115,Andhra Pradesh,March,2018
JIO,4G,upload,2460,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,6650,-89,Andhra Pradesh,March,2018
JIO,4G,upload,11240,-70,Andhra Pradesh,March,2018
JIO,4G,upload,460,-107,Andhra Pradesh,March,2018
JIO,4G,upload,4210,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,4120,-56,Andhra Pradesh,March,2018
JIO,4G,upload,4080,-93,Andhra Pradesh,March,2018
JIO,4G,upload,6290,-77,Andhra Pradesh,March,2018
JIO,4G,upload,3190,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,270,-108,Andhra Pradesh,March,2018
JIO,4G,upload,1090,-104,Andhra Pradesh,March,2018
JIO,4G,upload,320,-98,Andhra Pradesh,March,2018
JIO,4G,upload,2910,-80,Andhra Pradesh,March,2018
JIO,4G,upload,8490,-93,Andhra Pradesh,March,2018
JIO,4G,upload,6560,-96,Andhra Pradesh,March,2018
JIO,4G,upload,7150,-74,Andhra Pradesh,March,2018
JIO,4G,upload,3540,-93,Andhra Pradesh,March,2018
JIO,4G,upload,4500,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,870,-101,Andhra Pradesh,March,2018
JIO,4G,upload,30,-103,Andhra Pradesh,March,2018
JIO,4G,upload,70,-103,Andhra Pradesh,March,2018
JIO,4G,upload,1340,-68,Andhra Pradesh,March,2018
JIO,4G,upload,730,-101,Andhra Pradesh,March,2018
JIO,4G,upload,5430,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,400,-108,Andhra Pradesh,March,2018
JIO,4G,upload,9700,-75,Andhra Pradesh,March,2018
JIO,4G,upload,5420,-72,Andhra Pradesh,March,2018
JIO,4G,upload,1870,-97,Andhra Pradesh,March,2018
JIO,4G,upload,9740,-77,Andhra Pradesh,March,2018
JIO,4G,upload,9610,-75,Andhra Pradesh,March,2018
JIO,4G,upload,5880,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,150,-112,Andhra Pradesh,March,2018
JIO,4G,upload,140,-92,Andhra Pradesh,March,2018
JIO,4G,upload,5440,-90,Andhra Pradesh,March,2018
JIO,4G,upload,4930,-90,Andhra Pradesh,March,2018
JIO,4G,upload,5700,-84,Andhra Pradesh,March,2018
JIO,4G,upload,41930,-94,Andhra Pradesh,March,2018
JIO,4G,upload,4320,-80,Andhra Pradesh,March,2018
JIO,4G,upload,330,-84,Andhra Pradesh,March,2018
JIO,4G,upload,6420,-63,Andhra Pradesh,March,2018
JIO,4G,upload,5730,-79,Andhra Pradesh,March,2018
JIO,4G,upload,1190,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,2480,-83,Andhra Pradesh,March,2018
JIO,4G,upload,160,-104,Andhra Pradesh,March,2018
JIO,4G,upload,1220,-99,Andhra Pradesh,March,2018
JIO,4G,upload,7140,-86,Andhra Pradesh,March,2018
JIO,4G,upload,10100,-71,Andhra Pradesh,March,2018
JIO,4G,upload,220,-102,Andhra Pradesh,March,2018
JIO,4G,upload,2330,-110,Andhra Pradesh,March,2018
JIO,4G,upload,310,-98,Andhra Pradesh,March,2018
JIO,4G,upload,400,-98,Andhra Pradesh,March,2018
JIO,4G,upload,8440,-76,Andhra Pradesh,March,2018
JIO,4G,upload,900,-105,Andhra Pradesh,March,2018
JIO,4G,upload,8340,-74,Andhra Pradesh,March,2018
JIO,4G,upload,3340,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,2440,-80,Andhra Pradesh,March,2018
JIO,4G,upload,6700,-81,Andhra Pradesh,March,2018
JIO,4G,upload,3680,-63,Andhra Pradesh,March,2018
JIO,4G,upload,490,-103,Andhra Pradesh,March,2018
JIO,4G,upload,580,-94,Andhra Pradesh,March,2018
JIO,4G,upload,5620,-82,Andhra Pradesh,March,2018
JIO,4G,upload,720,-96,Andhra Pradesh,March,2018
JIO,4G,upload,9160,-91,Andhra Pradesh,March,2018
JIO,4G,upload,2030,-79,Andhra Pradesh,March,2018
JIO,4G,upload,8060,-80,Andhra Pradesh,March,2018
JIO,4G,upload,9240,-65,Andhra Pradesh,March,2018
JIO,4G,upload,360,-105,Andhra Pradesh,March,2018
JIO,4G,upload,11740,-69,Andhra Pradesh,March,2018
JIO,4G,upload,4170,-87,Andhra Pradesh,March,2018
JIO,4G,upload,500,-99,Andhra Pradesh,March,2018
JIO,4G,upload,210,-98,Andhra Pradesh,March,2018
JIO,4G,upload,6000,-88,Andhra Pradesh,March,2018
JIO,4G,upload,4560,-90,Andhra Pradesh,March,2018
JIO,4G,upload,170,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,7300,-72,Andhra Pradesh,March,2018
JIO,4G,upload,7070,-86,Andhra Pradesh,March,2018
JIO,4G,upload,920,-108,Andhra Pradesh,March,2018
JIO,4G,upload,2620,-77,Andhra Pradesh,March,2018
JIO,4G,upload,2200,-98,Andhra Pradesh,March,2018
JIO,4G,upload,6770,-77,Andhra Pradesh,March,2018
JIO,4G,upload,5000,-92,Andhra Pradesh,March,2018
JIO,4G,upload,870,-79,Andhra Pradesh,March,2018
JIO,4G,upload,1760,-86,Andhra Pradesh,March,2018
JIO,4G,upload,5540,-77,Andhra Pradesh,March,2018
JIO,4G,upload,460,-75,Andhra Pradesh,March,2018
JIO,4G,upload,20,-75,Andhra Pradesh,March,2018
JIO,4G,upload,9550,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,6920,-71,Andhra Pradesh,March,2018
JIO,4G,upload,5800,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,9570,-69,Andhra Pradesh,March,2018
JIO,4G,upload,3060,-85,Andhra Pradesh,March,2018
JIO,4G,upload,2800,-77,Andhra Pradesh,March,2018
JIO,4G,upload,740,-101,Andhra Pradesh,March,2018
JIO,4G,upload,1260,-99,Andhra Pradesh,March,2018
JIO,4G,upload,9140,-91,Andhra Pradesh,March,2018
JIO,4G,upload,9630,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,1400,-94,Andhra Pradesh,March,2018
JIO,4G,upload,670,-96,Andhra Pradesh,March,2018
JIO,4G,upload,30,-92,Andhra Pradesh,March,2018
JIO,4G,upload,6850,-61,Andhra Pradesh,March,2018
JIO,4G,upload,560,-106,Andhra Pradesh,March,2018
JIO,4G,upload,1560,-108,Andhra Pradesh,March,2018
JIO,4G,upload,7580,-72,Andhra Pradesh,March,2018
JIO,4G,upload,410,-103,Andhra Pradesh,March,2018
JIO,4G,upload,2620,-76,Andhra Pradesh,March,2018
JIO,4G,upload,920,-115,Andhra Pradesh,March,2018
JIO,4G,upload,2900,-98,Andhra Pradesh,March,2018
JIO,4G,upload,4110,-75,Andhra Pradesh,March,2018
JIO,4G,upload,150,-124,Andhra Pradesh,March,2018
JIO,4G,upload,50,-96,Andhra Pradesh,March,2018
JIO,4G,upload,10,-103,Andhra Pradesh,March,2018
JIO,4G,upload,2960,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,3150,-95,Andhra Pradesh,March,2018
JIO,4G,upload,180,-101,Andhra Pradesh,March,2018
JIO,4G,upload,7740,-88.82043344,Andhra Pradesh,March,2018
JIO,4G,upload,4450,-85,Andhra Pradesh,March,2018
JIO,4G,upload,910,-107,Andhra Pradesh,March,2018
JIO,4G,upload,4470,-71,Andhra Pradesh,March,2018
JIO,4G,upload,8180,-77,Andhra Pradesh,March,2018
JIO,4G,upload,510,-93,Andhra Pradesh,March,2018
JIO,4G,upload,5360,-75,Andhra Pradesh,March,2018
