service_provider,technology,d_u,speed,signal_strength,state,Month,Year
JIO,4G,download,66575.0,-59.0,Kerala,March,2019
JIO,4G,download,68032.0,-56.0,Kerala,March,2019
JIO,4G,download,68106.0,-68.0,Kerala,March,2019
JIO,4G,download,68071.0,-68.0,Kerala,March,2019
JIO,4G,download,67047.0,-68.0,Kerala,March,2019
JIO,4G,download,66842.0,-63.0,Kerala,March,2019
JIO,4G,download,65872.0,-59.0,Kerala,March,2019
JIO,4G,download,58944.0,-60.0,Kerala,March,2019
JIO,4G,download,68087.0,-61.0,Kerala,March,2019
JIO,4G,download,67481.0,-63.0,Kerala,March,2019
JIO,4G,download,66916.0,-75.0,Kerala,March,2019
JIO,4G,download,66001.0,-57.0,Kerala,March,2019
JIO,4G,download,68064.0,-57.0,Kerala,March,2019
JIO,4G,download,67139.0,-57.0,Kerala,March,2019
JIO,4G,download,61846.0,-75.0,Kerala,March,2019
JIO,4G,download,67724.0,-75.0,Kerala,March,2019
JIO,4G,download,67699.0,-68.0,Kerala,March,2019
JIO,4G,download,65470.0,-57.0,Kerala,March,2019
JIO,4G,download,68087.0,-65.0,Kerala,March,2019
JIO,4G,download,67951.0,-65.0,Kerala,March,2019
JIO,4G,download,68022.0,-58.0,Kerala,March,2019
JIO,4G,download,67874.0,-56.0,Kerala,March,2019
JIO,4G,download,66471.0,-57.0,Kerala,March,2019
JIO,4G,download,67622.0,-76.0,Kerala,March,2019
JIO,4G,download,59227.0,-63.0,Kerala,March,2019
JIO,4G,download,67712.0,-59.0,Kerala,March,2019
JIO,4G,download,67778.0,-77.0,Kerala,March,2019
JIO,4G,download,66798.0,-59.0,Kerala,March,2019
JIO,4G,download,68047.0,-67.0,Kerala,March,2019
JIO,4G,download,66898.0,-59.0,Kerala,March,2019
JIO,4G,download,67403.0,-64.0,Kerala,March,2019
JIO,4G,download,66818.0,-63.0,Kerala,March,2019
JIO,4G,download,68077.0,-59.0,Kerala,March,2019
JIO,4G,download,67834.0,-77.0,Kerala,March,2019
JIO,4G,download,67733.0,-60.0,Kerala,March,2019
JIO,4G,download,68088.0,-63.0,Kerala,March,2019
JIO,4G,download,67344.0,-63.0,Kerala,March,2019
JIO,4G,download,66738.0,-62.0,Kerala,March,2019
JIO,4G,download,66243.0,-62.0,Kerala,March,2019
JIO,4G,download,63836.0,-59.0,Kerala,March,2019
JIO,4G,download,68100.0,-63.0,Kerala,March,2019
JIO,4G,download,67610.0,-63.0,Kerala,March,2019
JIO,4G,download,67969.0,-59.0,Kerala,March,2019
JIO,4G,download,67033.0,-58.0,Kerala,March,2019
JIO,4G,download,67677.0,-76.0,Kerala,March,2019
JIO,4G,download,67621.0,-74.0,Kerala,March,2019
JIO,4G,download,68007.0,-65.0,Kerala,March,2019
JIO,4G,download,68056.0,-68.0,Kerala,March,2019
JIO,4G,download,68102.0,-68.0,Kerala,March,2019
JIO,4G,download,67421.0,-77.0,Kerala,March,2019
JIO,4G,download,67842.0,-64.0,Kerala,March,2019
JIO,4G,download,80202.0,-83.36862745,Kerala,March,2019
JIO,4G,download,68096.0,-56.0,Kerala,March,2019
JIO,4G,download,67611.0,-62.0,Kerala,March,2019
JIO,4G,download,67829.0,-65.0,Kerala,March,2019
JIO,4G,download,66863.0,-75.0,Kerala,March,2019
JIO,4G,download,59942.0,-63.0,Kerala,March,2019
JIO,4G,download,67978.0,-58.0,Kerala,March,2019
JIO,4G,download,67842.0,-77.0,Kerala,March,2019
JIO,4G,download,68018.0,-73.0,Kerala,March,2019
JIO,4G,download,67925.0,-62.0,Kerala,March,2019
JIO,4G,download,68096.0,-59.0,Kerala,March,2019
JIO,4G,download,65007.0,-64.0,Kerala,March,2019
JIO,4G,download,68082.0,-59.0,Kerala,March,2019
JIO,4G,download,68065.0,-66.0,Kerala,March,2019
JIO,4G,download,67829.0,-65.0,Kerala,March,2019
JIO,4G,download,67889.0,-75.0,Kerala,March,2019
JIO,4G,download,67847.0,-75.0,Kerala,March,2019
JIO,4G,download,68101.0,-75.0,Kerala,March,2019
JIO,4G,download,67806.0,-59.0,Kerala,March,2019
JIO,4G,download,67532.0,-63.0,Kerala,March,2019
JIO,4G,download,66157.0,-66.0,Kerala,March,2019
JIO,4G,download,66561.0,-57.0,Kerala,March,2019
JIO,4G,download,67832.0,-59.0,Kerala,March,2019
JIO,4G,download,67787.0,-77.0,Kerala,March,2019
JIO,4G,download,60553.0,-64.0,Kerala,March,2019
JIO,4G,download,68030.0,-75.0,Kerala,March,2019
JIO,4G,download,66580.0,-74.0,Kerala,March,2019
JIO,4G,download,67848.0,-59.0,Kerala,March,2019
JIO,4G,download,67681.0,-60.0,Kerala,March,2019
JIO,4G,download,68102.0,-56.0,Kerala,March,2019
JIO,4G,download,67191.0,-68.0,Kerala,March,2019
JIO,4G,download,67708.0,-68.0,Kerala,March,2019
JIO,4G,download,67586.0,-66.0,Kerala,March,2019
JIO,4G,download,66275.0,-65.0,Kerala,March,2019
JIO,4G,download,67551.0,-65.0,Kerala,March,2019
JIO,4G,download,67973.0,-68.0,Kerala,March,2019
JIO,4G,download,66907.0,-76.0,Kerala,March,2019
JIO,4G,download,67781.0,-69.0,Kerala,March,2019
JIO,4G,download,67823.0,-59.0,Kerala,March,2019
JIO,4G,download,67845.0,-58.0,Kerala,March,2019
JIO,4G,download,67561.0,-65.0,Kerala,March,2019
JIO,4G,download,66194.0,-59.0,Kerala,March,2019
JIO,4G,download,68104.0,-75.0,Kerala,March,2019
JIO,4G,download,67615.0,-65.0,Kerala,March,2019
JIO,4G,download,58326.0,-50.0,Kerala,March,2019
JIO,4G,download,68001.0,-67.0,Kerala,March,2019
JIO,4G,download,79193.0,-59.0,Kerala,March,2019
JIO,4G,download,67754.0,-58.0,Kerala,March,2019
JIO,4G,download,66676.0,-62.0,Kerala,March,2019
JIO,4G,download,65688.0,-68.0,Kerala,March,2019
JIO,4G,download,62663.0,-57.0,Kerala,March,2019
JIO,4G,download,67483.0,-64.0,Kerala,March,2019
JIO,4G,download,68093.0,-75.0,Kerala,March,2019
JIO,4G,download,67219.0,-77.0,Kerala,March,2019
JIO,4G,download,65513.0,-65.0,Kerala,March,2019
JIO,4G,download,67514.0,-66.0,Kerala,March,2019
JIO,4G,download,66720.0,-59.0,Kerala,March,2019
JIO,4G,download,67387.0,-73.0,Kerala,March,2019
JIO,4G,download,66495.0,-51.0,Kerala,March,2019
JIO,4G,download,67957.0,-65.0,Kerala,March,2019
JIO,4G,download,68071.0,-63.0,Kerala,March,2019
JIO,4G,download,68105.0,-68.0,Kerala,March,2019
JIO,4G,download,67828.0,-68.0,Kerala,March,2019
JIO,4G,download,67838.0,-64.0,Kerala,March,2019
JIO,4G,download,67653.0,-77.0,Kerala,March,2019
JIO,4G,download,67558.0,-64.0,Kerala,March,2019
JIO,4G,download,68113.0,-54.0,Kerala,March,2019
JIO,4G,download,67638.0,-64.0,Kerala,March,2019
JIO,4G,download,67953.0,-64.0,Kerala,March,2019
JIO,4G,download,68162.0,-56.0,Kerala,March,2019
JIO,4G,download,65080.0,-68.0,Kerala,March,2019
JIO,4G,download,67694.0,-60.0,Kerala,March,2019
JIO,4G,download,67022.0,-62.0,Kerala,March,2019
JIO,4G,download,63638.0,-58.0,Kerala,March,2019
JIO,4G,download,68010.0,-65.0,Kerala,March,2019
JIO,4G,download,68127.0,-56.0,Kerala,March,2019
JIO,4G,download,66953.0,-58.0,Kerala,March,2019
JIO,4G,download,67946.0,-68.0,Kerala,March,2019
JIO,4G,download,60698.0,-65.0,Kerala,March,2019
JIO,4G,download,68121.0,-60.0,Kerala,March,2019
JIO,4G,download,67622.0,-63.0,Kerala,March,2019
JIO,4G,download,67865.0,-63.0,Kerala,March,2019
JIO,4G,download,66323.0,-68.0,Kerala,March,2019
JIO,4G,download,68031.0,-59.0,Kerala,March,2019
JIO,4G,download,68101.0,-75.0,Kerala,March,2019
JIO,4G,download,67385.0,-65.0,Kerala,March,2019
JIO,4G,download,68073.0,-63.0,Kerala,March,2019
JIO,4G,download,67449.0,-68.0,Kerala,March,2019
JIO,4G,download,67894.0,-75.0,Kerala,March,2019
JIO,4G,download,67349.0,-65.0,Kerala,March,2019
JIO,4G,download,68097.0,-75.0,Kerala,March,2019
JIO,4G,download,67950.0,-63.0,Kerala,March,2019
JIO,4G,download,67943.0,-60.0,Kerala,March,2019
JIO,4G,download,66950.0,-59.0,Kerala,March,2019
JIO,4G,download,66646.0,-68.0,Kerala,March,2019
JIO,4G,download,67790.0,-77.0,Kerala,March,2019
JIO,4G,download,67860.0,-75.0,Kerala,March,2019
JIO,4G,download,66664.0,-73.0,Kerala,March,2019
JIO,4G,download,67925.0,-66.0,Kerala,March,2019
JIO,4G,download,63595.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68138.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68133.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,68056.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,64659.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,67803.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67953.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,58383.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,67888.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,59673.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,63784.0,-68.0,Tamil Nadu,March,2019
JIO,4G,download,67411.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,66503.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67583.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67526.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,63035.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,65898.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68000.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67419.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67860.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67190.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,67580.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,67826.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67540.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67719.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67985.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68059.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67371.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67247.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,67743.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67891.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,66332.0,-75.0,Tamil Nadu,March,2019
JIO,4G,download,68132.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,62357.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,66906.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68131.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,67918.0,-68.0,Tamil Nadu,March,2019
JIO,4G,download,58843.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67175.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68041.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,64497.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,80827.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,67635.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,67734.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,63545.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,67900.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68135.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67608.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,66882.0,-67.0,Tamil Nadu,March,2019
JIO,4G,download,67914.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,67419.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,59549.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,65868.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67937.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,57575.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,66823.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,66333.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67437.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,63118.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,58272.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,58750.0,-55.0,Tamil Nadu,March,2019
JIO,4G,download,67932.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68026.0,-67.0,Tamil Nadu,March,2019
JIO,4G,download,68126.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67836.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,65705.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,64380.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,80637.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,66808.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67865.0,-67.0,Tamil Nadu,March,2019
JIO,4G,download,66997.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,68011.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68141.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,64493.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67633.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,66919.0,-55.0,Tamil Nadu,March,2019
JIO,4G,download,58860.0,-54.0,Tamil Nadu,March,2019
JIO,4G,download,63896.0,-68.0,Tamil Nadu,March,2019
JIO,4G,download,68073.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67621.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,63908.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,59313.0,-55.0,Tamil Nadu,March,2019
JIO,4G,download,65916.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67714.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,58107.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,74400.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,68084.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68068.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67093.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,68077.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67721.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67983.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,58508.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68081.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,61904.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67929.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67469.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,63901.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68107.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67777.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,63611.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,60388.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,68006.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67950.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68128.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67413.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68067.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,65135.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,58896.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,66716.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,66894.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,67500.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,64810.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,67967.0,-68.0,Tamil Nadu,March,2019
JIO,4G,download,68103.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68108.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,67963.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,58632.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,67948.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,61032.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,68071.0,-58.0,Tamil Nadu,March,2019
JIO,4G,download,65779.0,-65.0,Tamil Nadu,March,2019
JIO,4G,download,65630.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68069.0,-65.0,Tamil Nadu,March,2019
JIO,4G,download,68107.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67609.0,-62.0,Tamil Nadu,March,2019
JIO,4G,download,59073.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68137.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,64681.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,61623.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,64652.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,68018.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,68098.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67654.0,-63.0,Tamil Nadu,March,2019
JIO,4G,download,68133.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,61747.0,-57.0,Tamil Nadu,March,2019
JIO,4G,download,67042.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,60312.0,-89.0,Tamil Nadu,March,2019
JIO,4G,download,67909.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,61719.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,57820.0,-54.0,Tamil Nadu,March,2019
JIO,4G,download,67467.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67986.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,67878.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,66190.0,-53.0,Tamil Nadu,March,2019
JIO,4G,download,66051.0,-61.0,Tamil Nadu,March,2019
JIO,4G,download,67958.0,-67.0,Tamil Nadu,March,2019
JIO,4G,download,68078.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,65410.0,-66.0,Tamil Nadu,March,2019
JIO,4G,download,68130.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,68135.0,-56.0,Tamil Nadu,March,2019
JIO,4G,download,67574.0,-68.0,Tamil Nadu,March,2019
JIO,4G,download,67760.0,-64.0,Tamil Nadu,March,2019
JIO,4G,download,60449.0,-56.0,Tamil Nadu,March,2019
AIRTEL,4G,download,66901.0,-92.0,Maharashtra,March,2019
AIRTEL,4G,download,73397.0,-79.0,Maharashtra,March,2019
AIRTEL,4G,download,73102.0,-93.0,Maharashtra,March,2019
JIO,4G,download,66862.0,-77.0,Maharashtra,March,2019
JIO,4G,download,67402.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,67994.0,-55.0,Maharashtra,March,2019
JIO,4G,download,67021.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67933.0,-58.0,Maharashtra,March,2019
JIO,4G,download,67938.0,-65.0,Maharashtra,March,2019
JIO,4G,download,67447.0,-71.0,Maharashtra,March,2019
JIO,4G,download,67877.0,-58.0,Maharashtra,March,2019
JIO,4G,download,60054.0,-70.0,Maharashtra,March,2019
JIO,4G,download,68075.0,-76.0,Maharashtra,March,2019
JIO,4G,download,66074.0,-61.0,Maharashtra,March,2019
JIO,4G,download,68007.0,-73.0,Maharashtra,March,2019
JIO,4G,download,68127.0,-57.0,Maharashtra,March,2019
JIO,4G,download,67021.0,-62.0,Maharashtra,March,2019
JIO,4G,download,66620.0,-60.0,Maharashtra,March,2019
JIO,4G,download,67271.0,-69.0,Maharashtra,March,2019
JIO,4G,download,68088.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,66349.0,-62.0,Maharashtra,March,2019
JIO,4G,download,66929.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67796.0,-76.0,Maharashtra,March,2019
JIO,4G,download,79212.0,-77.0,Maharashtra,March,2019
JIO,4G,download,67796.0,-56.0,Maharashtra,March,2019
JIO,4G,download,57659.0,-53.0,Maharashtra,March,2019
JIO,4G,download,66587.0,-61.0,Maharashtra,March,2019
JIO,4G,download,62132.0,-58.0,Maharashtra,March,2019
JIO,4G,download,80899.0,-73.0,Maharashtra,March,2019
JIO,4G,download,66776.0,-78.0,Maharashtra,March,2019
JIO,4G,download,65253.0,-78.0,Maharashtra,March,2019
JIO,4G,download,62320.0,-61.0,Maharashtra,March,2019
JIO,4G,download,74729.00000000001,-75.0,Maharashtra,March,2019
JIO,4G,download,67881.0,-66.0,Maharashtra,March,2019
JIO,4G,download,67606.0,-74.0,Maharashtra,March,2019
JIO,4G,download,64954.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67657.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,67888.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67190.0,-70.0,Maharashtra,March,2019
JIO,4G,download,68096.0,-73.0,Maharashtra,March,2019
JIO,4G,download,64991.0,-77.0,Maharashtra,March,2019
JIO,4G,download,66943.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67427.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67978.0,-74.0,Maharashtra,March,2019
JIO,4G,download,67846.0,-70.0,Maharashtra,March,2019
JIO,4G,download,63143.0,-78.0,Maharashtra,March,2019
JIO,4G,download,68032.0,-67.0,Maharashtra,March,2019
JIO,4G,download,67698.0,-60.0,Maharashtra,March,2019
JIO,4G,download,67882.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,68048.0,-63.0,Maharashtra,March,2019
JIO,4G,download,80392.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,58830.0,-56.0,Maharashtra,March,2019
JIO,4G,download,68121.0,-57.0,Maharashtra,March,2019
JIO,4G,download,65722.0,-80.0,Maharashtra,March,2019
JIO,4G,download,68113.0,-74.0,Maharashtra,March,2019
JIO,4G,download,67543.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67939.0,-78.0,Maharashtra,March,2019
JIO,4G,download,58295.0,-54.0,Maharashtra,March,2019
JIO,4G,download,80534.0,-59.0,Maharashtra,March,2019
JIO,4G,download,67934.0,-75.0,Maharashtra,March,2019
JIO,4G,download,75080.0,-59.0,Maharashtra,March,2019
JIO,4G,download,58790.0,-71.0,Maharashtra,March,2019
JIO,4G,download,66062.0,-77.0,Maharashtra,March,2019
JIO,4G,download,67698.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,79761.0,-73.0,Maharashtra,March,2019
JIO,4G,download,65946.0,-75.0,Maharashtra,March,2019
JIO,4G,download,67918.0,-60.0,Maharashtra,March,2019
JIO,4G,download,66679.0,-61.0,Maharashtra,March,2019
JIO,4G,download,81200.0,-73.0,Maharashtra,March,2019
JIO,4G,download,68085.0,-73.0,Maharashtra,March,2019
JIO,4G,download,63999.0,-77.0,Maharashtra,March,2019
JIO,4G,download,66509.0,-80.0,Maharashtra,March,2019
JIO,4G,download,67777.0,-77.0,Maharashtra,March,2019
JIO,4G,download,66968.0,-61.0,Maharashtra,March,2019
JIO,4G,download,67279.0,-67.0,Maharashtra,March,2019
JIO,4G,download,67071.0,-70.0,Maharashtra,March,2019
JIO,4G,download,67594.0,-62.0,Maharashtra,March,2019
JIO,4G,download,64222.0,-77.0,Maharashtra,March,2019
JIO,4G,download,66063.0,-52.0,Maharashtra,March,2019
JIO,4G,download,66924.0,-80.0,Maharashtra,March,2019
JIO,4G,download,66818.0,-64.0,Maharashtra,March,2019
JIO,4G,download,67526.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67597.0,-59.0,Maharashtra,March,2019
JIO,4G,download,67599.0,-75.0,Maharashtra,March,2019
JIO,4G,download,66775.0,-69.0,Maharashtra,March,2019
JIO,4G,download,65880.0,-80.0,Maharashtra,March,2019
JIO,4G,download,67640.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,67837.0,-66.0,Maharashtra,March,2019
JIO,4G,download,68000.0,-55.0,Maharashtra,March,2019
JIO,4G,download,82642.0,-73.0,Maharashtra,March,2019
JIO,4G,download,58193.0,-78.0,Maharashtra,March,2019
JIO,4G,download,65349.0,-77.0,Maharashtra,March,2019
JIO,4G,download,67659.0,-80.0,Maharashtra,March,2019
JIO,4G,download,58903.0,-56.0,Maharashtra,March,2019
JIO,4G,download,61564.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67988.0,-75.0,Maharashtra,March,2019
JIO,4G,download,68050.0,-76.0,Maharashtra,March,2019
JIO,4G,download,78122.0,-60.0,Maharashtra,March,2019
JIO,4G,download,66928.0,-51.0,Maharashtra,March,2019
JIO,4G,download,68076.0,-60.0,Maharashtra,March,2019
JIO,4G,download,66033.0,-70.0,Maharashtra,March,2019
JIO,4G,download,67729.0,-75.0,Maharashtra,March,2019
JIO,4G,download,58899.0,-80.0,Maharashtra,March,2019
JIO,4G,download,74987.0,-58.0,Maharashtra,March,2019
JIO,4G,download,67471.0,-63.0,Maharashtra,March,2019
JIO,4G,download,68133.0,-75.0,Maharashtra,March,2019
JIO,4G,download,66549.0,-62.0,Maharashtra,March,2019
JIO,4G,download,67276.0,-70.0,Maharashtra,March,2019
JIO,4G,download,67939.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67864.0,-77.0,Maharashtra,March,2019
JIO,4G,download,74873.00000000001,-61.0,Maharashtra,March,2019
JIO,4G,download,66598.0,-78.0,Maharashtra,March,2019
JIO,4G,download,67371.0,-71.0,Maharashtra,March,2019
JIO,4G,download,66265.0,-71.0,Maharashtra,March,2019
JIO,4G,download,67427.0,-60.0,Maharashtra,March,2019
JIO,4G,download,67620.0,-78.0,Maharashtra,March,2019
JIO,4G,download,58720.0,-55.0,Maharashtra,March,2019
JIO,4G,download,67863.0,-74.0,Maharashtra,March,2019
JIO,4G,download,67854.0,-73.0,Maharashtra,March,2019
JIO,4G,download,80733.0,-60.0,Maharashtra,March,2019
JIO,4G,download,68114.0,-70.0,Maharashtra,March,2019
JIO,4G,download,66727.0,-71.0,Maharashtra,March,2019
JIO,4G,download,68739.0,-58.0,Maharashtra,March,2019
JIO,4G,download,68150.0,-76.0,Maharashtra,March,2019
JIO,4G,download,66690.0,-54.0,Maharashtra,March,2019
JIO,4G,download,65671.0,-61.0,Maharashtra,March,2019
JIO,4G,download,67825.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,82371.0,-73.0,Maharashtra,March,2019
JIO,4G,download,63765.0,-76.0,Maharashtra,March,2019
JIO,4G,download,67027.0,-58.0,Maharashtra,March,2019
JIO,4G,download,67879.0,-70.0,Maharashtra,March,2019
JIO,4G,download,76014.0,-61.0,Maharashtra,March,2019
JIO,4G,download,81080.0,-77.0,Maharashtra,March,2019
JIO,4G,download,79971.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,66653.0,-76.0,Maharashtra,March,2019
JIO,4G,download,66644.0,-63.0,Maharashtra,March,2019
JIO,4G,download,62176.0,-57.0,Maharashtra,March,2019
JIO,4G,download,64554.0,-69.0,Maharashtra,March,2019
JIO,4G,download,67846.0,-83.44632768,Maharashtra,March,2019
JIO,4G,download,66426.0,-70.0,Maharashtra,March,2019
JIO,4G,download,67591.0,-58.0,Maharashtra,March,2019
JIO,4G,download,60687.0,-56.0,Maharashtra,March,2019
JIO,4G,download,68094.0,-57.0,Maharashtra,March,2019
JIO,4G,download,58388.0,-70.0,Maharashtra,March,2019
JIO,4G,download,67954.0,-73.0,Maharashtra,March,2019
